==PROF== Connected to process 86481 (/usr/bin/python3.14)
==PROF== Disconnected from process 86481
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"5","86481","python3.14","127.0.0.1","ampere_sgemm_128x64_nn","1","7","(128, 1, 1)","(8, 16, 5)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","16,830,720"
"5","86481","python3.14","127.0.0.1","ampere_sgemm_128x64_nn","1","7","(128, 1, 1)","(8, 16, 5)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","10,483,584"
"6","86481","python3.14","127.0.0.1","ampere_sgemm_128x64_nn","1","7","(128, 1, 1)","(8, 16, 5)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","16,825,728"
"6","86481","python3.14","127.0.0.1","ampere_sgemm_128x64_nn","1","7","(128, 1, 1)","(8, 16, 5)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","10,428,160"
"7","86481","python3.14","127.0.0.1","ampere_sgemm_128x64_nn","1","7","(128, 1, 1)","(8, 16, 5)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","16,895,488"
"7","86481","python3.14","127.0.0.1","ampere_sgemm_128x64_nn","1","7","(128, 1, 1)","(8, 16, 5)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","10,476,672"
"8","86481","python3.14","127.0.0.1","ampere_sgemm_128x64_nn","1","7","(128, 1, 1)","(8, 16, 5)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","16,789,120"
"8","86481","python3.14","127.0.0.1","ampere_sgemm_128x64_nn","1","7","(128, 1, 1)","(8, 16, 5)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","10,432,384"
"9","86481","python3.14","127.0.0.1","ampere_sgemm_128x64_nn","1","7","(128, 1, 1)","(8, 16, 5)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","16,821,504"
"9","86481","python3.14","127.0.0.1","ampere_sgemm_128x64_nn","1","7","(128, 1, 1)","(8, 16, 5)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","10,403,712"
