==PROF== Connected to process 86609 (/usr/bin/python3.14)
==PROF== Disconnected from process 86609
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"5","86609","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(128, 1, 5)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","125,612,288"
"5","86609","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(128, 1, 5)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","80,815,488"
"6","86609","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(128, 1, 5)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","125,525,376"
"6","86609","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(128, 1, 5)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","80,763,392"
"7","86609","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(128, 1, 5)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","125,533,440"
"7","86609","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(128, 1, 5)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","80,767,488"
"8","86609","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(128, 1, 5)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","125,522,688"
"8","86609","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(128, 1, 5)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","80,770,944"
"9","86609","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(128, 1, 5)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","125,527,040"
"9","86609","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(128, 1, 5)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","80,762,496"
