==PROF== Connected to process 86737 (/usr/bin/python3.14)
==PROF== Disconnected from process 86737
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"5","86737","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(256, 2, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","413,330,944"
"5","86737","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(256, 2, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","64,688,768"
"6","86737","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(256, 2, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","413,397,120"
"6","86737","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(256, 2, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","64,713,344"
"7","86737","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(256, 2, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","413,336,704"
"7","86737","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(256, 2, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","64,729,216"
"8","86737","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(256, 2, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","413,496,192"
"8","86737","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(256, 2, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","64,778,880"
"9","86737","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(256, 2, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","413,236,480"
"9","86737","python3.14","127.0.0.1","void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)","1","7","(256, 1, 1)","(256, 2, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","64,658,176"
