==PROF== Connected to process 86993 (/usr/bin/python3.14)
==PROF== Disconnected from process 86993
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"5","86993","python3.14","127.0.0.1","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)","1","7","(16, 4, 1)","(4096, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","268,478,976"
"5","86993","python3.14","127.0.0.1","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)","1","7","(16, 4, 1)","(4096, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","83,200"
"6","86993","python3.14","127.0.0.1","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)","1","7","(16, 4, 1)","(4096, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","268,462,720"
"6","86993","python3.14","127.0.0.1","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)","1","7","(16, 4, 1)","(4096, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","110,080"
"7","86993","python3.14","127.0.0.1","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)","1","7","(16, 4, 1)","(4096, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","268,462,720"
"7","86993","python3.14","127.0.0.1","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)","1","7","(16, 4, 1)","(4096, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","82,816"
"8","86993","python3.14","127.0.0.1","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)","1","7","(16, 4, 1)","(4096, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","268,462,464"
"8","86993","python3.14","127.0.0.1","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)","1","7","(16, 4, 1)","(4096, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","77,952"
"9","86993","python3.14","127.0.0.1","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)","1","7","(16, 4, 1)","(4096, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","byte","268,463,488"
"9","86993","python3.14","127.0.0.1","std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)","1","7","(16, 4, 1)","(4096, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_write.sum","byte","81,280"
